"AGEP","SCHL","SSP","WAGP","WKHP","DIS","HICOV","PERNP","PINCP","POVPIP","POVERTY"
59,"20",0,29500,37,2,1,29500,29500,230,FALSE
64,"21",0,80000,48,2,1,82000,82000,501,FALSE
63,"21",0,0,2,2,1,8000,8000,501,FALSE
67,"22",0,19800,18,2,1,19800,74500,501,FALSE
64,"19",0,750,6,2,1,750,750,501,FALSE
65,"19",19900,0,NA,2,1,0,74700,501,FALSE
64,"18",9000,0,NA,1,2,0,9000,501,FALSE
45,"18",0,30000,40,2,1,30000,30000,183,FALSE
59,"16",0,6400,20,2,1,6400,6400,183,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,183,FALSE
43,"22",0,110000,60,2,1,210000,210000,501,FALSE
41,"19",0,15000,8,2,1,15000,15000,501,FALSE
20,"18",0,18000,30,2,1,18000,18000,501,FALSE
15,"13",0,0,NA,2,1,NA,0,501,FALSE
12,"10",NA,NA,NA,2,1,NA,NA,501,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
62,"21",0,96000,50,2,1,96000,96000,501,FALSE
60,"16",0,0,NA,2,1,0,0,501,FALSE
88,"21",18200,0,NA,1,1,0,44500,501,FALSE
31,"16",0,60000,40,2,1,60000,60000,348,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,348,FALSE
53,"20",0,45600,40,2,1,45600,79400,501,FALSE
66,"23",0,80000,40,2,1,92000,92000,501,FALSE
66,"18",1400,0,NA,2,1,0,1400,501,FALSE
56,"19",0,15000,38,1,1,15000,15000,117,FALSE
60,"19",9200,0,NA,1,1,0,18200,141,FALSE
53,"12",9600,0,NA,1,1,0,10130,79,TRUE
48,"21",0,87000,40,2,1,87000,87000,366,FALSE
43,"19",0,8600,18,2,1,8600,8600,366,FALSE
18,"14",0,500,2,2,1,500,500,366,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,366,FALSE
68,"16",13200,22900,40,2,1,22900,40300,343,FALSE
53,"21",0,10000,15,2,1,12000,12000,379,FALSE
49,"21",0,80000,40,2,1,84000,84000,379,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,379,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,379,FALSE
45,"19",0,13000,25,2,1,13000,13000,401,FALSE
47,"21",0,75000,40,2,1,75000,1e+05,401,FALSE
17,"13",0,4000,15,2,1,4000,4000,401,FALSE
15,"11",0,0,NA,2,1,NA,700,401,FALSE
15,"11",0,0,NA,2,1,NA,0,401,FALSE
60,"16",0,0,40,2,1,37000,37000,222,FALSE
60,"16",0,0,NA,2,1,0,0,222,FALSE
69,"21",15800,0,NA,1,1,0,55000,501,FALSE
71,"18",18200,0,NA,2,1,0,36700,501,FALSE
43,"16",0,18000,40,2,1,18000,18000,138,FALSE
23,"19",0,20000,40,2,1,20000,20000,126,FALSE
23,"19",0,5000,20,2,1,5000,5000,126,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,126,FALSE
47,"19",0,20000,15,2,1,20000,20000,501,FALSE
47,"19",0,125000,55,2,1,125000,125000,501,FALSE
28,"23",0,45000,20,2,1,45000,47400,501,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
66,"19",0,39000,42,2,1,39000,39000,501,FALSE
62,"21",10000,3000,40,2,1,3000,65000,501,FALSE
40,"06",0,24000,40,2,2,24000,24000,118,FALSE
15,"11",0,0,NA,2,2,NA,0,118,FALSE
13,"10",NA,NA,NA,2,2,NA,NA,118,FALSE
59,"16",0,0,NA,2,1,0,21600,495,FALSE
35,"16",0,60000,40,2,1,60000,60000,495,FALSE
50,"16",0,18500,10,2,1,18500,18500,73,TRUE
47,"22",0,0,NA,2,1,0,0,73,TRUE
7,"04",NA,NA,NA,2,1,NA,NA,73,TRUE
5,"02",NA,NA,NA,2,1,NA,NA,73,TRUE
72,"18",12000,44400,32,2,1,44400,68000,433,FALSE
45,"19",18000,0,NA,1,1,0,18000,433,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,433,FALSE
75,"22",34300,0,NA,2,1,0,34300,501,FALSE
65,"22",19200,22000,40,2,1,22000,41200,501,FALSE
75,"16",2000,0,NA,2,1,0,3000,20,TRUE
79,"16",0,0,NA,2,1,0,0,20,TRUE
71,"19",12000,0,NA,2,1,0,12000,332,FALSE
74,"21",24000,0,NA,2,1,0,38000,332,FALSE
73,"18",15900,0,NA,2,1,0,16280,136,FALSE
50,"19",0,68000,40,2,2,68000,68000,423,FALSE
18,"19",0,3000,20,2,2,3000,3000,423,FALSE
36,"22",0,105000,40,2,1,105000,105000,501,FALSE
34,"22",0,80000,16,2,1,80000,80000,501,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
84,"16",34300,0,NA,1,1,0,282700,501,FALSE
60,"17",0,0,NA,2,1,0,0,501,FALSE
75,"21",3700,3300,10,2,1,3400,65120,439,FALSE
72,"20",6800,0,NA,2,1,0,14500,439,FALSE
22,"21",0,12900,30,2,1,12900,12900,439,FALSE
22,"18",0,19400,40,2,1,19400,19400,439,FALSE
42,"19",0,0,NA,2,1,0,0,501,FALSE
45,"24",0,420000,50,2,1,420000,423000,501,FALSE
19,"18",0,5000,40,2,1,5000,5000,501,FALSE
17,"14",0,0,NA,2,1,0,0,501,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
47,"18",0,36100,40,2,1,36100,36220,171,FALSE
22,"17",0,14000,40,2,1,14000,14000,171,FALSE
15,"11",0,0,NA,2,1,NA,0,171,FALSE
14,"10",NA,NA,NA,2,1,NA,NA,171,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,171,FALSE
57,"19",0,120000,40,2,1,120000,120000,501,FALSE
73,"19",11400,0,NA,1,1,0,11400,96,TRUE
44,"16",0,50000,40,2,1,50000,50000,501,FALSE
45,"16",0,72000,40,2,1,72000,72000,501,FALSE
64,"22",0,75000,40,2,1,75000,75000,450,FALSE
59,"16",0,0,NA,2,1,0,0,450,FALSE
43,"21",0,99000,40,2,1,99000,99000,376,FALSE
45,"21",0,6000,15,2,1,6000,6000,376,FALSE
21,"20",0,9000,40,2,1,9000,9000,376,FALSE
18,"15",0,3500,40,2,1,3500,3500,376,FALSE
13,"11",NA,NA,NA,2,1,NA,NA,376,FALSE
27,"21",0,11000,30,2,1,11000,11000,54,TRUE
22,"20",0,0,NA,2,1,0,0,54,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,54,TRUE
41,"16",0,70000,40,2,1,70000,70000,327,FALSE
43,"19",0,30000,40,2,1,30000,30000,327,FALSE
21,"16",0,20000,50,2,1,20000,20000,327,FALSE
17,"14",0,2000,10,2,1,2000,2000,327,FALSE
13,"11",NA,NA,NA,2,1,NA,NA,327,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,327,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,327,FALSE
24,"16",0,20000,38,2,1,20000,20000,327,FALSE
21,"17",0,49000,40,2,1,49000,49000,380,FALSE
55,"20",0,0,NA,2,1,0,42600,333,FALSE
44,"22",0,150000,55,2,1,150000,150000,463,FALSE
42,"21",0,0,NA,2,1,0,0,463,FALSE
17,"13",0,3000,10,2,1,3000,3000,463,FALSE
15,"11",0,0,NA,2,1,NA,0,463,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,463,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,463,FALSE
68,"15",14400,0,NA,1,1,0,14400,212,FALSE
66,"15",10800,0,NA,2,1,0,10800,212,FALSE
44,"20",0,14000,20,2,1,14000,14000,212,FALSE
20,"19",0,5000,15,2,1,5000,5000,212,FALSE
19,"19",0,0,NA,2,1,0,0,212,FALSE
42,"19",0,32000,40,2,1,32000,32000,212,FALSE
60,"18",0,83000,52,2,1,83000,83000,500,FALSE
58,"16",0,0,NA,2,1,0,0,500,FALSE
62,"19",0,0,NA,2,1,0,1400,422,FALSE
63,"16",0,50000,40,2,1,50000,50000,422,FALSE
66,"21",0,0,NA,1,1,0,29800,422,FALSE
52,"19",0,0,NA,2,1,0,-1300,501,FALSE
57,"21",0,420000,40,2,1,420000,420000,501,FALSE
17,"14",0,0,NA,2,1,0,0,501,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,501,FALSE
50,"21",0,37400,40,2,1,37400,37410,307,FALSE
24,"19",0,13000,35,1,1,13000,13000,307,FALSE
31,"20",0,24000,40,2,1,24000,24000,228,FALSE
25,"16",0,22000,32,2,1,22000,22000,228,FALSE
5,"03",NA,NA,NA,2,1,NA,NA,228,FALSE
30,"19",0,16000,38,2,1,16000,16000,123,FALSE
69,"22",34300,0,NA,2,1,0,64300,501,FALSE
23,"19",0,34000,15,2,1,34000,34000,305,FALSE
27,"20",0,22000,40,2,1,22000,22000,305,FALSE
17,"01",0,12000,38,2,1,12000,12000,305,FALSE
54,"16",0,12000,38,2,2,12000,12000,305,FALSE
21,"19",0,35700,45,2,1,35700,35700,258,FALSE
21,"19",0,6800,17,2,1,6800,6800,258,FALSE
81,"22",16300,0,NA,2,1,0,73400,501,FALSE
76,"19",9700,0,NA,2,1,0,9700,501,FALSE
65,"15",4000,23300,32,2,1,23300,90360,501,FALSE
92,"23",4000,0,NA,1,1,0,4000,501,FALSE
61,"21",0,95000,40,2,1,95000,95000,466,FALSE
56,"16",0,0,NA,2,1,0,18000,466,FALSE
27,"19",0,33000,32,2,1,33000,33000,466,FALSE
25,"21",0,9500,25,2,1,9500,9500,466,FALSE
19,"19",0,9900,30,2,1,9900,9900,466,FALSE
14,"12",NA,NA,NA,2,1,NA,NA,466,FALSE
42,"19",0,12000,28,2,1,12000,12000,59,TRUE
11,"08",NA,NA,NA,2,1,NA,NA,59,TRUE
9,"06",NA,NA,NA,2,1,NA,NA,59,TRUE
46,"22",0,175000,48,2,1,175000,175000,501,FALSE
38,"21",0,0,30,2,1,59000,59000,501,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,501,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,501,FALSE
39,"18",0,0,37,2,1,20000,20000,281,FALSE
38,"19",0,63000,45,2,1,63000,63000,281,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,281,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,281,FALSE
16,"13",0,500,15,2,1,500,-800,281,FALSE
78,"18",6000,0,NA,2,1,0,6000,127,FALSE
86,"16",13200,0,NA,1,1,0,13200,127,FALSE
38,"21",0,50000,40,2,1,50000,50000,335,FALSE
19,"16",0,5000,20,2,1,5000,5000,335,FALSE
30,"19",0,18500,15,2,1,18500,18500,229,FALSE
35,"16",0,50000,40,2,1,50000,50000,229,FALSE
9,"05",NA,NA,NA,2,1,NA,NA,229,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,229,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,229,FALSE
58,"19",0,232000,40,2,1,232000,237000,501,FALSE
61,"13",0,0,4,2,1,1000,1000,501,FALSE
74,"18",11300,13700,20,2,1,13700,25000,341,FALSE
74,"19",22500,3100,10,2,1,3100,25600,341,FALSE
28,"16",0,22000,38,2,1,22000,22000,169,FALSE
34,"20",0,30000,50,2,1,30000,30000,233,FALSE
39,"21",0,40000,40,2,1,40000,40000,311,FALSE
37,"21",0,0,40,2,1,40000,40000,311,FALSE
27,"21",0,60000,40,2,1,60000,60000,467,FALSE
23,"21",0,13500,6,2,1,13500,13500,105,FALSE
66,"21",9000,0,NA,2,1,0,243000,501,FALSE
63,"21",0,120000,50,2,1,120000,120000,501,FALSE
49,"21",0,25000,25,2,1,25000,25030,149,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,149,FALSE
10,"07",NA,NA,NA,1,1,NA,NA,149,FALSE
18,"19",0,12000,12,2,1,12000,12000,149,FALSE
30,"21",0,40000,40,2,1,40000,40000,178,FALSE
33,"21",0,5000,20,2,1,5000,5000,178,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,178,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,178,FALSE
44,"16",0,16900,32,2,1,16900,16900,230,FALSE
44,"21",0,50000,40,2,1,50000,50000,230,FALSE
18,"16",0,3000,25,2,1,3000,3000,230,FALSE
15,"12",0,0,NA,2,1,NA,0,230,FALSE
15,"12",0,0,NA,2,1,NA,0,230,FALSE
21,"16",0,30000,40,2,2,30000,30000,233,FALSE
21,"15",0,30000,40,2,1,30000,30000,233,FALSE
31,"22",0,75000,50,2,1,75000,75000,474,FALSE
35,"19",0,55000,40,2,1,55000,67200,474,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,474,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,474,FALSE
60,"16",0,0,NA,2,1,0,1500,474,FALSE
35,"20",0,65000,40,2,1,65000,65000,197,FALSE
33,"16",0,0,NA,2,1,0,0,197,FALSE
15,"11",0,0,NA,2,1,NA,0,197,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,197,FALSE
9,"05",NA,NA,NA,2,1,NA,NA,197,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,197,FALSE
64,"18",820,0,NA,2,1,0,1670,501,FALSE
64,"18",3400,0,NA,2,1,0,152400,501,FALSE
28,"18",0,20000,20,2,1,20000,20000,501,FALSE
28,"19",0,41000,40,2,1,41000,41000,501,FALSE
44,"21",0,45000,50,2,1,45000,45000,137,FALSE
44,"21",10500,0,NA,2,1,0,10500,137,FALSE
21,"19",0,4400,22,2,1,4400,4400,137,FALSE
18,"16",0,0,NA,2,1,0,0,137,FALSE
15,"12",0,0,NA,2,1,NA,0,137,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,137,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,137,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,137,FALSE
65,"22",0,0,NA,2,1,0,68000,501,FALSE
86,"23",18000,0,40,2,1,38000,56000,501,FALSE
92,"14",0,0,NA,1,1,0,5800,501,FALSE
30,"21",0,63000,40,2,1,63000,63000,270,FALSE
28,"21",0,5000,15,2,1,5000,5000,270,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,270,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,270,FALSE
72,"21",17700,0,NA,1,1,0,23900,203,FALSE
66,"16",18800,0,NA,2,1,0,37060,501,FALSE
68,"20",19200,0,NA,2,1,0,54950,501,FALSE
37,"21",0,202000,60,2,1,202000,202000,501,FALSE
39,"20",0,80000,40,2,1,135000,135000,501,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
37,"21",0,12000,30,2,2,12000,12000,93,TRUE
31,"21",0,4800,32,2,2,4800,4800,37,TRUE
32,"21",0,20000,40,2,1,42000,42000,149,FALSE
31,"19",0,0,10,2,1,2000,2000,149,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,149,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,149,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,149,FALSE
72,"19",25200,55000,45,1,1,55000,80200,501,FALSE
68,"16",8000,4200,5,2,1,4200,12200,501,FALSE
70,"22",22300,9600,15,2,1,9600,73600,501,FALSE
69,"22",20900,0,NA,2,1,0,55100,501,FALSE
36,"18",0,56000,40,2,1,56000,56000,501,FALSE
33,"20",0,58000,45,2,1,58000,58000,501,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,501,FALSE
37,"22",0,40000,40,2,1,40000,46000,267,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,267,FALSE
36,"16",0,2500,30,1,1,2500,2500,19,TRUE
9,"05",NA,NA,NA,2,1,NA,NA,NA,NA
7,"03",NA,NA,NA,2,1,NA,NA,NA,NA
84,"19",21000,0,NA,2,1,0,29600,501,FALSE
84,"22",15800,0,NA,2,1,0,59000,501,FALSE
57,"19",0,0,NA,2,1,0,0,501,FALSE
60,"21",0,150000,40,2,1,150000,150000,501,FALSE
38,"18",0,77000,40,2,1,77000,77000,501,FALSE
38,"19",0,45000,40,2,1,45000,45000,501,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
42,"18",0,54000,40,2,1,54000,54000,252,FALSE
34,"20",0,30000,40,2,1,30000,30000,252,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,252,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,252,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,252,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,252,FALSE
47,"22",0,420000,65,2,1,420000,420000,501,FALSE
46,"21",0,0,NA,2,1,0,0,501,FALSE
12,"10",NA,NA,NA,2,1,NA,NA,501,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
58,"16",0,0,NA,2,1,0,9500,501,FALSE
58,"19",0,0,40,2,1,106000,106000,501,FALSE
28,"19",0,12000,20,2,1,12000,12000,501,FALSE
59,"20",0,32000,55,1,1,32000,32000,161,FALSE
47,"01",0,0,NA,2,1,0,0,161,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,161,FALSE
44,"18",0,80000,42,2,1,80000,80000,320,FALSE
38,"16",0,0,NA,2,1,0,0,320,FALSE
13,"09",NA,NA,NA,2,1,NA,NA,320,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,320,FALSE
37,"19",0,69000,40,2,1,69000,69000,341,FALSE
15,"12",0,0,NA,2,1,NA,0,341,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,341,FALSE
66,"16",10200,0,NA,2,1,0,17800,262,FALSE
56,"21",0,0,NA,2,1,0,22000,262,FALSE
27,"20",0,28800,25,2,2,28800,28800,310,FALSE
25,"18",0,22900,25,2,1,22900,22900,310,FALSE
40,"16",0,20000,40,1,2,20000,20000,154,FALSE
42,"09",0,15000,35,2,2,15000,15000,74,TRUE
12,"09",NA,NA,NA,2,1,NA,NA,74,TRUE
11,"07",NA,NA,NA,2,1,NA,NA,74,TRUE
36,"22",0,28000,40,1,1,28000,28000,218,FALSE
52,"21",0,45000,70,2,1,45000,45000,346,FALSE
42,"16",0,5200,40,2,1,5200,5400,148,FALSE
19,"18",0,11500,30,2,2,11500,11500,148,FALSE
17,"15",0,12500,25,2,1,12500,12500,148,FALSE
80,"21",23500,0,NA,2,1,0,78900,501,FALSE
31,"20",0,60000,40,2,2,60000,60000,455,FALSE
30,"20",0,15000,20,2,2,15000,15000,455,FALSE
25,"16",0,80000,60,2,1,80000,80000,501,FALSE
24,"19",0,1e+05,50,2,1,1e+05,1e+05,501,FALSE
16,"13",0,7000,20,2,1,7000,7000,501,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,501,FALSE
24,"16",0,5000,10,2,1,5000,5020,38,TRUE
25,"19",0,10000,2,2,1,10000,10000,76,TRUE
23,"19",0,7000,18,2,1,7000,7000,53,TRUE
21,"19",0,13000,70,2,1,13000,13000,99,TRUE
69,"20",6700,13400,25,2,1,13400,53600,450,FALSE
41,"21",0,72000,45,2,1,72000,72000,346,FALSE
38,"21",0,18000,30,2,1,15500,15500,346,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,346,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,346,FALSE
62,"19",0,17000,20,2,1,17000,17070,131,FALSE
29,"23",0,118000,45,2,1,118000,118000,501,FALSE
25,"17",0,25000,40,2,1,25000,25000,195,FALSE
68,"16",24000,26000,40,2,1,26000,56000,501,FALSE
56,"16",0,20000,40,2,1,20000,20000,501,FALSE
39,"20",0,70000,40,2,1,70000,74000,198,FALSE
40,"21",0,0,NA,2,1,0,0,198,FALSE
14,"12",NA,NA,NA,2,1,NA,NA,198,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,198,FALSE
9,"06",NA,NA,NA,1,1,NA,NA,198,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,198,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,198,FALSE
69,"18",19200,0,NA,2,1,0,33000,182,FALSE
67,"16",10800,0,NA,2,1,0,10800,182,FALSE
33,"16",0,29000,40,2,1,29000,29000,182,FALSE
6,"02",NA,NA,NA,2,1,NA,NA,182,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,182,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,182,FALSE
29,"19",0,0,NA,2,1,0,0,182,FALSE
37,"21",0,105000,45,2,1,105000,105000,283,FALSE
34,"21",0,0,NA,2,1,0,0,283,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,283,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,283,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,283,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,283,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,283,FALSE
53,"17",0,40000,40,2,1,40000,40000,418,FALSE
54,"14",0,12000,35,2,1,12000,12000,418,FALSE
29,"16",0,30000,35,1,1,30000,30000,418,FALSE
40,"17",0,60000,40,2,1,60000,294000,501,FALSE
37,"17",0,35000,40,2,1,35000,35000,501,FALSE
17,"14",0,3600,15,2,1,3600,3600,501,FALSE
13,"11",NA,NA,NA,2,1,NA,NA,501,FALSE
9,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
34,"20",0,45000,24,2,1,45000,45000,441,FALSE
33,"21",0,60000,36,2,1,60000,60000,441,FALSE
6,"04",NA,NA,NA,2,1,NA,NA,441,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,441,FALSE
33,"19",0,30000,40,2,1,30000,30000,441,FALSE
73,"22",28700,2900,4,2,1,2900,86600,501,FALSE
39,"22",0,115000,40,2,1,115000,122800,501,FALSE
41,"21",0,120000,40,2,1,120000,120000,501,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
17,"14",0,1500,10,2,1,1500,1500,501,FALSE
15,"12",0,0,NA,2,1,NA,0,501,FALSE
30,"19",0,0,NA,2,1,0,0,21,TRUE
15,"12",0,0,NA,2,1,NA,3600,21,TRUE
69,"20",14000,34000,45,2,1,34000,48000,405,FALSE
64,"18",0,0,NA,2,1,0,13000,405,FALSE
26,"16",0,45000,40,2,1,45000,45000,362,FALSE
27,"16",0,15000,29,2,1,15000,15000,362,FALSE
57,"17",0,40000,40,2,1,40000,40000,501,FALSE
54,"16",0,98000,38,2,1,98000,98000,501,FALSE
58,"22",0,12000,40,2,1,12000,90000,501,FALSE
51,"17",0,0,NA,1,1,0,0,501,FALSE
56,"23",0,420000,50,2,1,480000,480000,501,FALSE
53,"19",0,6000,15,2,1,12000,12000,501,FALSE
38,"21",0,79000,40,2,1,79000,79000,501,FALSE
80,"23",25000,0,NA,2,1,0,85000,501,FALSE
79,"18",13600,0,NA,2,1,0,13600,501,FALSE
92,"16",10200,0,NA,1,1,0,17300,146,FALSE
57,"16",0,50000,40,2,1,50000,50000,296,FALSE
51,"11",0,0,NA,2,1,0,0,296,FALSE
18,"15",0,7000,15,2,1,7000,7000,296,FALSE
44,"20",0,65000,40,2,1,65000,65000,501,FALSE
44,"16",0,95000,40,2,1,95000,95000,501,FALSE
31,"20",0,24000,20,2,1,24000,24000,185,FALSE
42,"20",0,0,NA,2,1,0,0,137,FALSE
42,"20",0,40000,40,2,1,40000,40000,137,FALSE
15,"12",0,0,NA,2,1,NA,600,137,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,137,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,137,FALSE
19,"16",10000,0,NA,2,1,0,20000,468,FALSE
28,"20",0,0,NA,2,1,0,0,468,FALSE
21,"16",0,0,NA,2,1,0,0,468,FALSE
49,"01",0,63000,45,2,1,63000,63000,468,FALSE
44,"16",0,60000,40,2,1,60000,60000,468,FALSE
36,"21",0,0,NA,2,1,0,0,501,FALSE
41,"22",0,2e+05,50,2,1,2e+05,434000,501,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,501,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
60,"20",0,2400,5,1,1,2400,18000,188,FALSE
63,"18",9800,0,NA,1,1,0,9800,188,FALSE
59,"16",0,0,NA,1,1,0,9000,188,FALSE
40,"18",0,0,NA,2,1,0,500,168,FALSE
38,"18",0,49000,40,2,1,49000,49000,168,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,168,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,168,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,168,FALSE
21,"21",0,15000,20,2,1,15000,15000,260,FALSE
21,"19",0,28000,36,2,1,28000,28000,260,FALSE
38,"22",0,118000,40,2,1,118000,118600,321,FALSE
36,"21",0,0,NA,2,1,0,0,321,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,321,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,321,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,321,FALSE
6,"02",NA,NA,NA,2,1,NA,NA,321,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,321,FALSE
62,"20",9600,0,NA,2,1,0,15600,501,FALSE
63,"16",34300,0,NA,2,1,0,71300,501,FALSE
56,"22",0,90000,50,2,1,90000,90000,501,FALSE
59,"21",0,20800,2,1,1,20800,38700,501,FALSE
30,"24",0,60000,38,2,1,60000,60010,501,FALSE
34,"18",0,68000,40,2,1,68000,68000,501,FALSE
61,"21",0,52000,85,2,1,52000,52000,406,FALSE
41,"19",0,0,NA,2,1,0,0,410,FALSE
44,"20",0,150000,70,2,1,150000,150000,410,FALSE
19,"16",0,7000,20,2,1,7000,7000,410,FALSE
17,"14",0,150,20,2,1,150,150,410,FALSE
15,"12",0,0,NA,2,1,NA,700,410,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,410,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,410,FALSE
49,"16",0,40000,40,2,1,40000,40000,292,FALSE
18,"15",0,0,NA,1,1,0,9000,292,FALSE
32,"19",0,44000,40,2,1,44000,44000,264,FALSE
29,"19",0,140,4,2,1,140,140,264,FALSE
48,"22",0,110000,52,2,1,110000,130000,501,FALSE
44,"21",0,55000,40,2,1,55000,55000,501,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,501,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
9,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
54,"16",0,46000,40,2,2,46000,46000,359,FALSE
49,"16",0,32000,40,2,1,32000,32000,250,FALSE
21,"18",0,13000,20,2,1,13000,13600,106,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,NA,NA
32,"21",0,21300,40,2,1,21300,21300,166,FALSE
26,"21",0,32500,40,2,1,32500,32500,254,FALSE
60,"16",0,0,20,2,1,20000,20000,153,FALSE
68,"19",18000,0,NA,2,1,0,36000,300,FALSE
61,"16",0,0,NA,1,1,0,8400,64,TRUE
29,"22",0,800,15,2,1,800,800,257,FALSE
29,"22",0,50000,50,2,1,50000,50000,257,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,257,FALSE
31,"21",0,12000,15,2,1,12000,12000,501,FALSE
34,"24",0,140000,44,2,1,140000,142000,501,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,501,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
33,"19",0,32800,48,2,1,32800,32800,194,FALSE
30,"19",0,25000,40,2,1,25000,25000,194,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,194,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,194,FALSE
8,"04",NA,NA,NA,2,1,NA,NA,194,FALSE
35,"16",0,5300,35,2,1,5300,5300,100,TRUE
12,"09",NA,NA,NA,1,1,NA,NA,100,TRUE
